UI Physical buttons  All off: 
2021-10-19T17:13:29.021459796+00:00 DEBUG zigbee-tuya-switch  Luce Bagno giorno device thread event handledlistening for logs... – Key 1 ON : 
2021-10-19T17:14:50.764749139+00:00 TRACE zigbee-tuya-switch  Received event with handler capability
2021-10-19T17:14:50.775573805+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> received command: {"command":"on","capability":"switch","args":[],"positional_args":[],"component":"switch1"}
2021-10-19T17:14:50.781990472+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:14:50.788533805+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:14:50.794580139+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:14:50.801174472+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:14:50.808160139+00:00 TRACE zigbee-tuya-switch  Found CapabilityCommandDispatcher handler in zigbee-tuya-switch
2021-10-19T17:14:50.828968472+00:00 DEBUG zigbee-tuya-switch  Luce Bagno giorno device thread event handled
2021-10-19T17:14:50.973077472+00:00 TRACE zigbee-tuya-switch  Received event with handler zigbee
2021-10-19T17:14:50.981812139+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> received Zigbee message: < ZigbeeMessageRx || type: 0x00, < AddressHeader || src_addr: 0x04BA, src_endpoint: 0x0B, dest_addr: 0x0000, dest_endpoint: 0x01, profile: 0x0104, cluster: OnOff >, lqi: 0x70, rssi: -72, body_length: 0x0005, < ZCLMessageBody || < ZCLHeader || frame_ctrl: 0x18, seqno: 0x26, ZCLCommandId: 0x0B >, < DefaultResponse || cmd: 0x01, ZclStatus: SUCCESS > > >
2021-10-19T17:14:50.996810139+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:14:51.002779139+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:14:51.008962139+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:14:51.015407805+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:14:51.022089805+00:00 TRACE zigbee-tuya-switch  Found ZigbeeMessageDispatcher handler in zigbee-tuya-switch
2021-10-19T17:14:51.027464472+00:00 INFO zigbee-tuya-switch  Executing ZclGlobalCommandHandler: cluster: OnOff, command: DefaultResponse
2021-10-19T17:14:51.034598139+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> emitting event: {"capability_id":"switch","state":{"value":"on"},"attribute_id":"switch","component_id":"main"}
2021-10-19T17:14:51.096593805+00:00 DEBUG zigbee-tuya-switch  Luce Bagno giorno device thread event handled
2021-10-19T17:14:51.363427139+00:00 TRACE zigbee-tuya-switch  Received event with handler zigbee
2021-10-19T17:14:51.374022472+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> received Zigbee message: < ZigbeeMessageRx || type: 0x00, < AddressHeader || src_addr: 0x04BA, src_endpoint: 0x0B, dest_addr: 0x0000, dest_endpoint: 0x01, profile: 0x0104, cluster: OnOff >, lqi: 0x70, rssi: -72, body_length: 0x0007, < ZCLMessageBody || < ZCLHeader || frame_ctrl: 0x08, seqno: 0x43, ZCLCommandId: 0x0A >, < ReportAttribute || < AttributeRecord || AttributeId: 0x0000, DataType: Boolean, OnOff: true > > > >
2021-10-19T17:14:51.390083472+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:14:51.398667805+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:14:51.405675472+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:14:51.413104805+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:14:51.419997472+00:00 TRACE zigbee-tuya-switch  Found ZigbeeMessageDispatcher handler in zigbee-tuya-switch
2021-10-19T17:14:51.426090805+00:00 INFO zigbee-tuya-switch  Executing ZclClusterAttributeValueHandler: cluster: OnOff, attribute: OnOff
2021-10-19T17:14:51.432871139+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> emitting event: {"capability_id":"switch","state":{"value":"on"},"attribute_id":"switch","component_id":"main"}
2021-10-19T17:14:51.448437805+00:00 DEBUG zigbee-tuya-switch  Luce Bagno giorno device thread event handledlistening for logs...

/ the UI key 1 turned off by itself.I tried to turn key 1 (UI) back on and it went into loop then the network error appeared I can't try it because it always goes OFF (the physical key is on)
Key 1 OFF:I can't try it because it always goes OFF (the physical key is on) Loop . Network Error
Key 2 ON :

2021-10-19T17:22:49.347403312+00:00 TRACE zigbee-tuya-switch  Received event with handler capability
2021-10-19T17:22:49.379881646+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> received command: {"command":"on","capability":"switch","args":[],"positional_args":[],"component":"switch2"}
2021-10-19T17:22:49.405917312+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:22:49.434291312+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:22:49.479474646+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:22:49.539737979+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:22:49.570286312+00:00 TRACE zigbee-tuya-switch  Found CapabilityCommandDispatcher handler in zigbee-tuya-switch
2021-10-19T17:22:49.663414979+00:00 DEBUG zigbee-tuya-switch  Luce Bagno giorno device thread event handled
2021-10-19T17:22:49.839560646+00:00 TRACE zigbee-tuya-switch  Received event with handler zigbee
2021-10-19T17:22:49.853265646+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> received Zigbee message: < ZigbeeMessageRx || type: 0x00, < AddressHeader || src_addr: 0x04BA, src_endpoint: 0x0B, dest_addr: 0x0000, dest_endpoint: 0x01, profile: 0x0104, cluster: OnOff >, lqi: 0x7C, rssi: -69, body_length: 0x0005, < ZCLMessageBody || < ZCLHeader || frame_ctrl: 0x18, seqno: 0x64, ZCLCommandId: 0x0B >, < DefaultResponse || cmd: 0x01, ZclStatus: SUCCESS > > >
2021-10-19T17:22:49.901935646+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:22:49.920875312+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:22:49.941315312+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_one_switch : false
2021-10-19T17:22:49.949701312+00:00 INFO zigbee-tuya-switch  <<---- Moon ---->> is_multi_switch : false
2021-10-19T17:22:49.967079646+00:00 TRACE zigbee-tuya-switch  Found ZigbeeMessageDispatcher handler in zigbee-tuya-switch
2021-10-19T17:22:49.972463312+00:00 INFO zigbee-tuya-switch  Executing ZclGlobalCommandHandler: cluster: OnOff, command: DefaultResponse
2021-10-19T17:22:49.981510312+00:00 INFO zigbee-tuya-switch  <ZigbeeDevice: a1fc1da6-8daa-45fa-abae-9866f3f7b34b [0x04BA] (Luce Bagno giorno)> emitting event: {"capability_id":"switch","state":{"value":"on"},"attribute_id":"switch","component_id":"main"}
2021-10-19T17:22:50.010805312+00:00 DEBUG zigbee-tuya-switch  Luce Bagno giorno device thread event handled
2021-10-19T17:22:53.214092978+00:00 TRACE zigbee-tuya-switch  Received event with handler zigbee health polllistening for logs... | Network failure
Key 2 OFF : I can't try it because it always goes OFF (the physical key is on). Loop . Network Error    I



